week_end,pruid,prename,prfname,vaccine_group,product_name,numtotal_totaldoses_admin,numtotal_dose1_admin,numtotal_dose2_admin,numtotal_dose3_admin,numtotal_dose4_admin,numtotal_dose5+_admin,numtotal_dosenotreported_admin,delta_week_freq,numdelta_dose1,numdelta_dose2,numdelta_dose3,numdelta_dose4,numdelta_dose5+,numdelta_notreported
2021-10-30,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),877687,472848,388767,16072,,,0,,,,,,,
2021-10-30,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,,,0,,,,,,,
2021-10-30,13,New Brunswick,Nouveau-Brunswick,Total,Total,1260208,642503,597883,19822,,,0,,,,,,,
2021-10-30,13,New Brunswick,Nouveau-Brunswick,Unknown,Not reported,0,0,0,0,,,0,,,,,,,
2021-10-30,13,New Brunswick,Nouveau-Brunswick,Unknown,Unknown,1687,925,751,11,,,0,,,,,,,
2021-10-30,24,Quebec,Québec,Moderna Spikevax formulations,Moderna Spikevax,2955843,,,,,,2955843,,,,,,,
2021-10-30,24,Quebec,Québec,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,24,Quebec,Québec,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,697412,,,,,,697412,,,,,,,
2021-10-30,24,Quebec,Québec,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,24,Quebec,Québec,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,24,Quebec,Québec,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),9592347,,,,,,9592347,,,,,,,
2021-10-30,24,Quebec,Québec,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,24,Quebec,Québec,Total,Total,13245802,,,,,,13245802,,,,,,,
2021-10-30,24,Quebec,Québec,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,24,Quebec,Québec,Unknown,Unknown,200,,,,,,200,,,,,,,
2021-10-30,35,Ontario,Ontario,Moderna Spikevax formulations,Moderna Spikevax,5677489,2064089,3555321,58079,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,1088355,864825,223528,2,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),15677152,8446153,7133994,97005,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Total,Total,22442996,11375067,10912843,155086,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,35,Ontario,Ontario,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Moderna Spikevax formulations,Moderna Spikevax,561640,372878,186584,2176,2,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,86052,79900,6149,3,0,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1417373,792653,600391,24324,5,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Total,Total,2065065,1245431,793124,26503,7,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,46,Manitoba,Manitoba,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Moderna Spikevax formulations,Moderna Spikevax,378908,166823,198385,13532,168,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,91362,74474,16888,0,0,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1261708,626435,579015,53704,2554,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Total,Total,1731978,867732,794288,67236,2722,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,47,Saskatchewan,Saskatchewan,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Moderna Spikevax formulations,Moderna Spikevax,1291669,613567,645777,32325,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,303656,264034,39600,22,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),4928875,2366969,2332071,229835,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Total,Total,6524200,3244570,3017448,262182,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,48,Alberta,Alberta,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Moderna Spikevax formulations,Moderna Spikevax,2073572,885775,1100792,87005,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,388207,278261,109864,82,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),5639668,2927555,2677553,34560,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Total,Total,8101447,4091591,3888209,121647,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,59,British Columbia,Colombie-Britannique,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Moderna Spikevax formulations,Moderna Spikevax,63684,32129,31088,467,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),4509,2327,2182,0,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Total,Total,68193,34456,33270,467,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,60,Yukon,Yukon,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax formulations,Moderna Spikevax,71324,33364,31500,6460,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),7170,3591,3558,21,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Total,Total,78494,36955,35058,6481,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Moderna Spikevax formulations,Moderna Spikevax,42812,22171,20417,224,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),6682,3538,3144,0,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Total,Total,49494,25709,23561,224,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-10-30,62,Nunavut,Nunavut,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-11-06,1,Canada,Canada,Moderna Spikevax formulations,Moderna Spikevax,14335040,4601371,6503733,256500,186,0,2973250,,,,,,,
2021-11-06,1,Canada,Canada,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,1,Canada,Canada,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,2799417,1700381,401485,114,0,0,697437,,,,,,,
2021-11-06,1,Canada,Canada,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,1,Canada,Canada,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),41582874,16719080,14651058,556255,2773,0,9653708,,,,,,,
2021-11-06,1,Canada,Canada,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,1,Canada,Canada,Total,Total,58719739,23021978,21557312,812885,2959,0,13324605,12,1858820,3018568,811946,2956,0,1547863
2021-11-06,1,Canada,Canada,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,1,Canada,Canada,Unknown,Unknown,2408,1146,1036,16,0,0,210,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax formulations,Moderna Spikevax,277072,95939,177844,3289,0,0,0,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,27971,27423,547,1,0,0,0,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),571985,322010,244901,5074,0,0,0,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,Total,877028,445372,423292,8364,0,0,0,12,34082,99262,8364,0,0,0
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax formulations,Moderna Spikevax,64861,29256,34693,912,0,0,0,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,5949,5310,639,0,0,0,0,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),193208,99175,92699,1334,0,0,0,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Total,Total,264018,133741,128031,2246,0,0,0,12,8577,27554,2246,0,0,0
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax formulations,Moderna Spikevax,448950,151918,294808,2224,0,0,0,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,59897,59035,862,0,0,0,0,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1076539,601159,472486,2894,0,0,0,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Total,Total,1585886,812330,768438,5118,0,0,0,12,64514,106750,5118,0,0,0
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,12,Nova Scotia,Nouvelle-Écosse,Unknown,Unknown,500,218,282,0,0,0,0,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax formulations,Moderna Spikevax,332431,124574,202413,5444,,,0,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,,,0,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,50915,44339,6576,0,,,0,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Other vaccines,Janssen Jcovden,0,0,0,0,,,0,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),893438,474319,394124,24995,,,0,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,,,0,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Total,Total,1278482,644160,603867,30455,,,0,12,70794,108620,,,,0
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Unknown,Not reported,0,0,0,0,,,0,,,,,,,
2021-11-06,13,New Brunswick,Nouveau-Brunswick,Unknown,Unknown,1698,928,754,16,,,0,,,,,,,
2021-11-06,24,Quebec,Québec,Moderna Spikevax formulations,Moderna Spikevax,2973250,,,,,,2973250,,,,,,,
2021-11-06,24,Quebec,Québec,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,24,Quebec,Québec,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,697437,,,,,,697437,,,,,,,
2021-11-06,24,Quebec,Québec,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,24,Quebec,Québec,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),9653708,,,,,,9653708,,,,,,,
2021-11-06,24,Quebec,Québec,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,24,Quebec,Québec,Total,Total,13324605,,,,,,13324605,12,,,,,,1547863
2021-11-06,24,Quebec,Québec,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,24,Quebec,Québec,Unknown,Unknown,210,,,,,,210,,,,,,,
2021-11-06,35,Ontario,Ontario,Moderna Spikevax formulations,Moderna Spikevax,5694396,2066145,3563065,65186,0,0,0,,,,,,,
2021-11-06,35,Ontario,Ontario,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,35,Ontario,Ontario,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,1088367,864800,223564,3,0,0,0,,,,,,,
2021-11-06,35,Ontario,Ontario,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),15784302,8471752,7186244,126306,0,0,0,,,,,,,
2021-11-06,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,35,Ontario,Ontario,Total,Total,22567065,11402697,10972873,191495,0,0,0,12,820008,1435819,191495,0,0,0
2021-11-06,35,Ontario,Ontario,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,35,Ontario,Ontario,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Moderna Spikevax formulations,Moderna Spikevax,566187,374879,186938,4369,1,0,0,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,86071,82965,3105,1,0,0,0,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1430744,797215,603204,30316,9,0,0,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Total,Total,2083002,1255059,793247,34686,10,0,0,12,85536,114274,34598,7,0,0
2021-11-06,46,Manitoba,Manitoba,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,46,Manitoba,Manitoba,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Moderna Spikevax formulations,Moderna Spikevax,383616,167596,200895,14940,185,0,0,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,91388,74497,16891,0,0,0,0,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1281225,630338,588941,59182,2764,0,0,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Total,Total,1756229,872431,806727,74122,2949,0,0,12,103543,131319,74058,2949,0,0
2021-11-06,47,Saskatchewan,Saskatchewan,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,47,Saskatchewan,Saskatchewan,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-11-06,48,Alberta,Alberta,Moderna Spikevax formulations,Moderna Spikevax,1296615,614184,649078,33353,0,0,0,,,,,,,
2021-11-06,48,Alberta,Alberta,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,48,Alberta,Alberta,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,303200,263771,39403,26,0,0,0,,,,,,,
2021-11-06,48,Alberta,Alberta,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),4990357,2378582,2362745,249030,0,0,0,,,,,,,
2021-11-06,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,48,Alberta,Alberta,Total,Total,6590172,3256537,3051226,282409,0,0,0,12,378192,455669,281965,0,0,0
2021-11-06,48,Alberta,Alberta,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2021-11-06,48,Alberta,Alberta,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Moderna Spikevax formulations,Moderna Spikevax,2113971,888817,1110524,114630,0,0,0,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,388222,278241,109898,83,0,0,0,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),5688732,2934950,2696690,57092,0,0,0,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,
2021-11-06,59,British Columbia,Colombie-Britannique,Total,Total,8190925,4102008,3917112,171805,0,0,0,12,285616,530861,171462,0,0,0
2021-11-06,59,British Columbia,Colombie-Britannique,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
